model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
dominantclone,1p,0.467894,0.692534,0.479604,0.145454,0.114574,-0.123979,0.969028,0.7701,0.437473,0.480799,0.880184,0.941628,0.0875682,8.36926e-05
dominantclone,1q,0.274773,0.540888,0.29256,0.175387,0.139032,0.0537921,0.996533,0.789709,0.217355,0.454685,0.903226,0.950845,0.0533492,0.0474187
dominantclone,2p,0.424619,0.666097,0.443685,0.153778,0.119446,0.00339648,0.951196,0.738075,0.340415,0.500768,0.904762,0.955453,0.0238003,0.850473
dominantclone,2q,0.192573,0.446769,0.199602,0.179607,0.138025,-0.0504153,0.974565,0.751277,0.157442,0.528418,0.90169,0.946237,0.0382684,0.290741
dominantclone,3p,0.384748,0.626063,0.391955,0.164032,0.13152,0.0182754,0.950685,0.762733,0.252801,0.485407,0.910906,0.960061,0.021574,0.919632
dominantclone,3q,0.1674,0.421818,0.177931,0.178072,0.139227,0.108903,0.999915,0.785728,0.215794,0.491551,0.906298,0.946237,0.0693903,0.00356272
dominantclone,4p,0.253232,0.504785,0.254808,0.177625,0.140723,0.0128831,0.964673,0.763253,0.135176,0.502304,0.897081,0.958525,0.0202747,0.949832
dominantclone,4q,0.212229,0.473383,0.224092,0.184318,0.142025,-0.00857283,0.988775,0.762158,0.129129,0.50384,0.904762,0.938556,0.0333201,0.45882
dominantclone,5p,0.213504,0.471149,0.221981,0.181256,0.142016,0.0953451,0.976104,0.769136,0.144432,0.49616,0.910906,0.952381,0.0475384,0.102477
dominantclone,5q,0.316464,0.581097,0.337674,0.167859,0.13195,0.123248,0.987055,0.779499,0.278941,0.474654,0.910906,0.9447,0.081914,0.000295013
dominantclone,6p,0.181794,0.429659,0.184607,0.17669,0.137519,0.0153692,0.938749,0.732058,0.116342,0.562212,0.910906,0.949309,0.0419902,0.196736
dominantclone,6q,0.20508,0.479471,0.229892,0.178517,0.142781,-0.0395215,0.958493,0.768944,0.138026,0.509985,0.903226,0.960061,0.0321074,0.506895
dominantclone,7p,0.192236,0.442274,0.195606,0.180493,0.141992,0.0194791,0.974057,0.767206,0.141505,0.53149,0.898618,0.9447,0.0275387,0.701115
dominantclone,7q,0.162096,0.403305,0.162655,0.177218,0.138371,0.01109,0.963874,0.753891,0.152737,0.513057,0.910906,0.952381,0.029049,0.635946
