model,n_cases,num_samples,mean_true_r2,mean_pearson_r2,mean_rmse,mean_contraction,pooled_mean_z,pooled_std_z,pct_within_2z,coverage_50,coverage_90,coverage_95,mean_coverage_gap,n_arms_ks_reject_05,n_arms_ks_reject_fdr05,mean_log_prob_true
armtoken,651,5000,0.890894,0.892788,0.0652663,0.881245,0.0800018,0.98072,95.6989,0.471722,0.887062,0.943688,-0.0194681,23,21,63.7071
