model,nominal,empirical
armtoken,0,0.000174557
armtoken,0.01,0.00967044
armtoken,0.02,0.0192012
armtoken,0.03,0.0283131
armtoken,0.04,0.0374599
armtoken,0.05,0.047654
armtoken,0.06,0.056696
armtoken,0.07,0.0665759
armtoken,0.08,0.0764209
armtoken,0.09,0.0854629
armtoken,0.1,0.0945748
armtoken,0.11,0.103756
armtoken,0.12,0.113113
armtoken,0.13,0.122294
armtoken,0.14,0.131581
armtoken,0.15,0.140623
armtoken,0.16,0.150642
armtoken,0.17,0.15958
armtoken,0.18,0.169634
armtoken,0.19,0.179025
armtoken,0.2,0.188416
armtoken,0.21,0.197773
armtoken,0.22,0.206605
armtoken,0.23,0.216555
armtoken,0.24,0.226505
armtoken,0.25,0.235861
armtoken,0.26,0.244589
armtoken,0.27,0.25384
armtoken,0.28,0.262917
armtoken,0.29,0.272797
armtoken,0.3,0.283131
armtoken,0.31,0.292068
armtoken,0.32,0.300691
armtoken,0.33,0.310362
armtoken,0.34,0.31902
armtoken,0.35,0.329074
armtoken,0.36,0.338745
armtoken,0.37,0.347542
armtoken,0.38,0.357003
armtoken,0.39,0.365941
armtoken,0.4,0.375751
armtoken,0.41,0.384583
armtoken,0.42,0.393835
armtoken,0.43,0.403086
armtoken,0.44,0.412093
armtoken,0.45,0.422427
armtoken,0.46,0.431644
armtoken,0.47,0.442117
armtoken,0.48,0.451927
armtoken,0.49,0.461563
armtoken,0.5,0.471722
armtoken,0.51,0.481602
armtoken,0.52,0.490574
armtoken,0.53,0.500559
armtoken,0.54,0.509705
armtoken,0.55,0.518224
armtoken,0.56,0.52765
armtoken,0.57,0.536901
armtoken,0.58,0.546397
armtoken,0.59,0.556801
armtoken,0.6,0.566052
armtoken,0.61,0.575653
armtoken,0.62,0.585847
armtoken,0.63,0.596216
armtoken,0.64,0.606933
armtoken,0.65,0.617616
armtoken,0.66,0.62809
armtoken,0.67,0.638598
armtoken,0.68,0.648059
armtoken,0.69,0.658078
armtoken,0.7,0.667505
armtoken,0.71,0.677699
armtoken,0.72,0.688067
armtoken,0.73,0.698715
armtoken,0.74,0.709293
armtoken,0.75,0.719522
armtoken,0.76,0.729961
armtoken,0.77,0.739736
armtoken,0.78,0.749581
armtoken,0.79,0.760613
armtoken,0.8,0.770982
armtoken,0.81,0.782991
armtoken,0.82,0.794966
armtoken,0.83,0.806347
armtoken,0.84,0.8171
armtoken,0.85,0.828097
armtoken,0.86,0.839687
armtoken,0.87,0.852011
armtoken,0.88,0.863078
armtoken,0.89,0.875157
armtoken,0.9,0.887062
armtoken,0.91,0.898338
armtoken,0.92,0.909021
armtoken,0.93,0.920297
armtoken,0.94,0.930806
armtoken,0.95,0.943688
armtoken,0.96,0.955348
armtoken,0.97,0.967707
armtoken,0.98,0.97818
armtoken,0.99,0.98998
armtoken,1,1
