model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
hybrid,1p,0.813465,0.903541,0.816386,0.0861205,0.0665704,0.0960403,1.00831,0.788065,0.813254,0.43318,0.877112,0.935484,0.0684412,0.00423131
hybrid,1q,0.832008,0.912322,0.832331,0.0844121,0.0670978,0.00578624,0.978632,0.769996,0.79754,0.445469,0.90169,0.955453,0.0399657,0.244476
hybrid,2p,0.856927,0.928287,0.861717,0.0766825,0.0603461,0.17663,1.06867,0.853565,0.868009,0.43318,0.861751,0.929339,0.112529,1.17731e-07
hybrid,2q,0.776785,0.883331,0.780274,0.0944353,0.0734297,0.109337,0.965409,0.754067,0.751838,0.473118,0.890937,0.941628,0.0527051,0.0518742
hybrid,3p,0.882872,0.940766,0.88504,0.0715703,0.0561527,0.130828,1.04125,0.823473,0.874756,0.462366,0.867896,0.93702,0.0752048,0.0011796
hybrid,3q,0.849352,0.922313,0.850661,0.0757461,0.0581302,0.0585314,0.893888,0.691053,0.818046,0.50384,0.912442,0.956989,0.0333422,0.457965
hybrid,4p,0.918051,0.958158,0.918067,0.0588417,0.0443141,-0.0323579,0.94393,0.720327,0.897186,0.493088,0.907834,0.955453,0.0457093,0.12822
hybrid,4q,0.800959,0.896504,0.80372,0.0926487,0.0707719,0.098784,1.00036,0.760953,0.768498,0.488479,0.892473,0.938556,0.0551277,0.0367959
hybrid,5p,0.920569,0.959512,0.920663,0.0576023,0.0443273,0.0141513,1.02174,0.792117,0.917182,0.457757,0.864823,0.940092,0.0437042,0.162258
hybrid,5q,0.823258,0.911906,0.831573,0.085356,0.0655804,0.181304,0.923819,0.727815,0.789775,0.499232,0.889401,0.956989,0.102461,2.02666e-06
hybrid,6p,0.89162,0.946543,0.895944,0.0643064,0.0488538,0.18891,1.08502,0.834284,0.907435,0.442396,0.869432,0.929339,0.105016,1.00943e-06
hybrid,6q,0.852196,0.925268,0.856121,0.0769768,0.0608283,0.13767,0.913096,0.727429,0.817097,0.470046,0.906298,0.961598,0.0596567,0.0185769
hybrid,7p,0.899861,0.949651,0.901838,0.0635506,0.0498124,0.145096,1.03676,0.833319,0.906967,0.442396,0.866359,0.935484,0.0907473,3.97203e-05
hybrid,7q,0.860068,0.928039,0.861257,0.0724216,0.0558483,0.00267451,0.915918,0.710219,0.837883,0.533026,0.895545,0.949309,0.031079,0.549299
hybrid,8p,0.910933,0.95453,0.911128,0.0593275,0.044567,-0.00619265,1.10851,0.817299,0.918663,0.490015,0.870968,0.930876,0.0329515,0.473187
hybrid,8q,0.860403,0.928099,0.861367,0.0721149,0.0572903,0.0223528,0.888641,0.710977,0.834704,0.482335,0.918587,0.970814,0.0322576,0.500819
hybrid,9p,0.91562,0.95692,0.915696,0.0584206,0.0458013,-0.0483743,1.0044,0.791961,0.908549,0.463902,0.890937,0.940092,0.0427071,0.181678
hybrid,9q,0.845173,0.930861,0.866501,0.0769417,0.0610245,0.328832,0.916761,0.772381,0.835734,0.462366,0.870968,0.933948,0.161564,2.49461e-15
hybrid,10p,0.916226,0.95744,0.91669,0.0585985,0.0446463,-0.0636182,1.13609,0.89774,0.931723,0.428571,0.84639,0.913978,0.0631943,0.0104914
hybrid,10q,0.868663,0.935598,0.875343,0.0741868,0.0574081,0.200306,0.927233,0.737304,0.839673,0.500768,0.884793,0.950845,0.0946608,1.53009e-05
hybrid,11p,0.90122,0.951037,0.90447,0.0587199,0.046778,0.162572,0.958559,0.777706,0.901818,0.453149,0.877112,0.9447,0.0987835,5.3624e-06
hybrid,11q,0.88007,0.940445,0.884436,0.0690901,0.0536462,0.17048,0.936532,0.733687,0.858759,0.502304,0.889401,0.9447,0.0896295,5.17762e-05
hybrid,12p,0.936794,0.968533,0.938057,0.0514999,0.0388614,-0.106751,0.980875,0.760321,0.929528,0.477727,0.870968,0.938556,0.0488994,0.0862395
hybrid,12q,0.861663,0.935802,0.875725,0.0744963,0.0591931,0.301753,0.910217,0.768476,0.846846,0.459293,0.894009,0.947773,0.14572,1.50252e-12
hybrid,13p,0.942802,0.97153,0.943871,0.0467496,0.0351267,-0.0914674,1.02581,0.802554,0.94657,0.448541,0.872504,0.933948,0.0736051,0.00161307
hybrid,13q,0.863074,0.938033,0.879906,0.0750743,0.0588854,0.338279,0.930377,0.786588,0.856803,0.450077,0.863287,0.935484,0.148031,6.15459e-13
hybrid,14p,0.92776,0.964594,0.930442,0.0570231,0.0418466,-0.281157,1.15128,0.896291,0.940296,0.393241,0.823349,0.898618,0.152364,1.11187e-13
hybrid,14q,0.885545,0.941378,0.886192,0.0707423,0.0535466,0.0113621,0.962192,0.737603,0.864854,0.508449,0.900154,0.950845,0.0336592,0.445805
hybrid,15p,0.943647,0.972955,0.946642,0.0476567,0.0363534,-0.255654,0.883053,0.721523,0.930177,0.447005,0.872504,0.941628,0.126983,1.2422e-09
hybrid,15q,0.87969,0.938776,0.881301,0.0664462,0.052474,-0.0899625,0.930185,0.732577,0.863318,0.485407,0.906298,0.955453,0.0717539,0.00229774
hybrid,16p,0.921439,0.960838,0.92321,0.0572797,0.0434525,0.125477,1.09066,0.853998,0.931284,0.431644,0.837174,0.90169,0.0762995,0.000948499
hybrid,16q,0.9186,0.960297,0.922171,0.056704,0.0446662,0.182822,0.867049,0.709087,0.896358,0.477727,0.923195,0.966206,0.0889136,6.1252e-05
hybrid,17p,0.934641,0.967683,0.93641,0.0515902,0.0386495,0.139757,0.984654,0.771732,0.933642,0.445469,0.877112,0.927803,0.0802369,0.000421806
hybrid,17q,0.907651,0.953547,0.909253,0.0605879,0.0475749,0.126343,0.970086,0.775743,0.901111,0.44086,0.897081,0.943164,0.0752029,0.00118003
hybrid,18p,0.934552,0.966784,0.934672,0.0506097,0.0375199,0.0410073,0.995762,0.771775,0.938704,0.443932,0.878648,0.933948,0.0512971,0.0628864
hybrid,18q,0.897755,0.94771,0.898154,0.0595189,0.0444915,0.026573,0.974597,0.720298,0.896663,0.509985,0.910906,0.953917,0.0327008,0.483082
hybrid,19p,0.935237,0.967116,0.935314,0.0516745,0.03887,0.010317,1.14897,0.86352,0.944768,0.428571,0.844854,0.910906,0.0583224,0.0228484
hybrid,19q,0.919467,0.959054,0.919785,0.0573834,0.043483,-0.0595701,1.02388,0.792292,0.922707,0.471582,0.88172,0.930876,0.0448459,0.142088
hybrid,20p,0.920481,0.96086,0.923251,0.0571715,0.0412828,-0.194366,1.08367,0.814134,0.931097,0.400922,0.872504,0.933948,0.119521,1.39465e-08
hybrid,20q,0.907444,0.956544,0.914976,0.0582043,0.045504,0.300126,1.01471,0.831715,0.919229,0.402458,0.852535,0.917051,0.156107,2.43667e-14
hybrid,21p,0.922863,0.9613,0.924099,0.0534435,0.0390127,0.155703,1.1161,0.848678,0.942864,0.414747,0.827957,0.90169,0.112123,1.32744e-07
hybrid,21q,0.926069,0.962382,0.926179,0.0553124,0.0425306,-0.0416223,1.00137,0.778497,0.919878,0.460829,0.883257,0.943164,0.0583307,0.0228193
hybrid,22p,0.942792,0.97104,0.942919,0.0486643,0.0366062,0.0475341,1.05314,0.797938,0.940992,0.456221,0.829493,0.920123,0.0520214,0.0569946
hybrid,22q,0.927584,0.963177,0.927711,0.054536,0.0421253,0.0223657,0.955377,0.736271,0.912543,0.499232,0.883257,0.941628,0.0271996,0.715606
