model,nominal,empirical
armtoken,0,0.000209468
armtoken,0.01,0.00963553
armtoken,0.02,0.0189219
armtoken,0.03,0.0274054
armtoken,0.04,0.036622
armtoken,0.05,0.0455593
armtoken,0.06,0.0548806
armtoken,0.07,0.0632942
armtoken,0.08,0.0729996
armtoken,0.09,0.0823907
armtoken,0.1,0.0906996
armtoken,0.11,0.100126
armtoken,0.12,0.109901
armtoken,0.13,0.119187
armtoken,0.14,0.128683
armtoken,0.15,0.13797
armtoken,0.16,0.148094
armtoken,0.17,0.156961
armtoken,0.18,0.166108
armtoken,0.19,0.176023
armtoken,0.2,0.185414
armtoken,0.21,0.195399
armtoken,0.22,0.204685
armtoken,0.23,0.213622
armtoken,0.24,0.222176
armtoken,0.25,0.230904
armtoken,0.26,0.240434
armtoken,0.27,0.250244
armtoken,0.28,0.257995
armtoken,0.29,0.26756
armtoken,0.3,0.276777
armtoken,0.31,0.286133
armtoken,0.32,0.29542
armtoken,0.33,0.304741
armtoken,0.34,0.313888
armtoken,0.35,0.323349
armtoken,0.36,0.33281
armtoken,0.37,0.341887
armtoken,0.38,0.350824
armtoken,0.39,0.359901
armtoken,0.4,0.369955
armtoken,0.41,0.379381
armtoken,0.42,0.388773
armtoken,0.43,0.397884
armtoken,0.44,0.408358
armtoken,0.45,0.418412
armtoken,0.46,0.42714
armtoken,0.47,0.437229
armtoken,0.48,0.446062
armtoken,0.49,0.455628
armtoken,0.5,0.4646
armtoken,0.51,0.473921
armtoken,0.52,0.483068
armtoken,0.53,0.493576
armtoken,0.54,0.503037
armtoken,0.55,0.512428
armtoken,0.56,0.522134
armtoken,0.57,0.531385
armtoken,0.58,0.540776
armtoken,0.59,0.551075
armtoken,0.6,0.561269
armtoken,0.61,0.571254
armtoken,0.62,0.581588
armtoken,0.63,0.591503
armtoken,0.64,0.601557
armtoken,0.65,0.611507
armtoken,0.66,0.621491
armtoken,0.67,0.631651
armtoken,0.68,0.640483
armtoken,0.69,0.650538
armtoken,0.7,0.660452
armtoken,0.71,0.670821
armtoken,0.72,0.681155
armtoken,0.73,0.691209
armtoken,0.74,0.701369
armtoken,0.75,0.711632
armtoken,0.76,0.722385
armtoken,0.77,0.733522
armtoken,0.78,0.744554
armtoken,0.79,0.754608
armtoken,0.8,0.765326
armtoken,0.81,0.776149
armtoken,0.82,0.786587
armtoken,0.83,0.796991
armtoken,0.84,0.80715
armtoken,0.85,0.817728
armtoken,0.86,0.827922
armtoken,0.87,0.839233
armtoken,0.88,0.849846
armtoken,0.89,0.861158
armtoken,0.9,0.872748
armtoken,0.91,0.88591
armtoken,0.92,0.897605
armtoken,0.93,0.908951
armtoken,0.94,0.920716
armtoken,0.95,0.933145
armtoken,0.96,0.945818
armtoken,0.97,0.959887
armtoken,0.98,0.97256
armtoken,0.99,0.986594
armtoken,1,1
