model,nominal,empirical
hybrid,0,6.98227e-05
hybrid,0.01,0.0086231
hybrid,0.02,0.0171065
hybrid,0.03,0.0263581
hybrid,0.04,0.0352255
hybrid,0.05,0.0443025
hybrid,0.06,0.0533445
hybrid,0.07,0.0609552
hybrid,0.08,0.0702067
hybrid,0.09,0.0794931
hybrid,0.1,0.0867896
hybrid,0.11,0.0954127
hybrid,0.12,0.104175
hybrid,0.13,0.112798
hybrid,0.14,0.120549
hybrid,0.15,0.129207
hybrid,0.16,0.138109
hybrid,0.17,0.14579
hybrid,0.18,0.154762
hybrid,0.19,0.16321
hybrid,0.2,0.172113
hybrid,0.21,0.181225
hybrid,0.22,0.189883
hybrid,0.23,0.19882
hybrid,0.24,0.207583
hybrid,0.25,0.216555
hybrid,0.26,0.225597
hybrid,0.27,0.234883
hybrid,0.28,0.245182
hybrid,0.29,0.254643
hybrid,0.3,0.263441
hybrid,0.31,0.271785
hybrid,0.32,0.27964
hybrid,0.33,0.288507
hybrid,0.34,0.29706
hybrid,0.35,0.306207
hybrid,0.36,0.314865
hybrid,0.37,0.32464
hybrid,0.38,0.333159
hybrid,0.39,0.343039
hybrid,0.4,0.351662
hybrid,0.41,0.359482
hybrid,0.42,0.368524
hybrid,0.43,0.376938
hybrid,0.44,0.387027
hybrid,0.45,0.396418
hybrid,0.46,0.40553
hybrid,0.47,0.414363
hybrid,0.48,0.4233
hybrid,0.49,0.432621
hybrid,0.5,0.442222
hybrid,0.51,0.451648
hybrid,0.52,0.46076
hybrid,0.53,0.47036
hybrid,0.54,0.480101
hybrid,0.55,0.489631
hybrid,0.56,0.49993
hybrid,0.57,0.509286
hybrid,0.58,0.519131
hybrid,0.59,0.52971
hybrid,0.6,0.53938
hybrid,0.61,0.5494
hybrid,0.62,0.558651
hybrid,0.63,0.567937
hybrid,0.64,0.577084
hybrid,0.65,0.587104
hybrid,0.66,0.596216
hybrid,0.67,0.606689
hybrid,0.68,0.615522
hybrid,0.69,0.625227
hybrid,0.7,0.635805
hybrid,0.71,0.646453
hybrid,0.72,0.656368
hybrid,0.73,0.665724
hybrid,0.74,0.675569
hybrid,0.75,0.68688
hybrid,0.76,0.698331
hybrid,0.77,0.709503
hybrid,0.78,0.72064
hybrid,0.79,0.731881
hybrid,0.8,0.743402
hybrid,0.81,0.75384
hybrid,0.82,0.764453
hybrid,0.83,0.776463
hybrid,0.84,0.787809
hybrid,0.85,0.798806
hybrid,0.86,0.810955
hybrid,0.87,0.822476
hybrid,0.88,0.832775
hybrid,0.89,0.845343
hybrid,0.9,0.85648
hybrid,0.91,0.869467
hybrid,0.92,0.882873
hybrid,0.93,0.895301
hybrid,0.94,0.908916
hybrid,0.95,0.922183
hybrid,0.96,0.936322
hybrid,0.97,0.950042
hybrid,0.98,0.966276
hybrid,0.99,0.982719
hybrid,1,1
