model,nominal,empirical
armtoken,0,0.000104734
armtoken,0.01,0.00987991
armtoken,0.02,0.0188521
armtoken,0.03,0.0283829
armtoken,0.04,0.0380184
armtoken,0.05,0.0477936
armtoken,0.06,0.0579877
armtoken,0.07,0.0667155
armtoken,0.08,0.0765605
armtoken,0.09,0.0859168
armtoken,0.1,0.0955872
armtoken,0.11,0.105746
armtoken,0.12,0.115347
armtoken,0.13,0.125122
armtoken,0.14,0.134897
armtoken,0.15,0.143835
armtoken,0.16,0.153854
armtoken,0.17,0.163245
armtoken,0.18,0.172602
armtoken,0.19,0.18105
armtoken,0.2,0.189499
armtoken,0.21,0.199309
armtoken,0.22,0.207618
armtoken,0.23,0.21844
armtoken,0.24,0.227133
armtoken,0.25,0.236385
armtoken,0.26,0.246649
armtoken,0.27,0.255272
armtoken,0.28,0.265396
armtoken,0.29,0.274543
armtoken,0.3,0.283689
armtoken,0.31,0.292766
armtoken,0.32,0.302158
armtoken,0.33,0.310885
armtoken,0.34,0.320276
armtoken,0.35,0.330296
armtoken,0.36,0.340316
armtoken,0.37,0.350091
armtoken,0.38,0.359691
armtoken,0.39,0.369083
armtoken,0.4,0.378823
armtoken,0.41,0.389122
armtoken,0.42,0.398024
armtoken,0.43,0.406577
armtoken,0.44,0.416736
armtoken,0.45,0.42707
armtoken,0.46,0.436531
armtoken,0.47,0.44683
armtoken,0.48,0.456675
armtoken,0.49,0.465961
armtoken,0.5,0.4764
armtoken,0.51,0.48628
armtoken,0.52,0.495287
armtoken,0.53,0.505725
armtoken,0.54,0.516478
armtoken,0.55,0.527161
armtoken,0.56,0.53725
armtoken,0.57,0.547619
armtoken,0.58,0.557708
armtoken,0.59,0.567798
armtoken,0.6,0.577782
armtoken,0.61,0.588849
armtoken,0.62,0.598904
armtoken,0.63,0.607527
armtoken,0.64,0.618454
armtoken,0.65,0.62795
armtoken,0.66,0.638109
armtoken,0.67,0.6475
armtoken,0.68,0.658183
armtoken,0.69,0.667679
armtoken,0.7,0.678083
armtoken,0.71,0.688905
armtoken,0.72,0.69875
armtoken,0.73,0.708874
armtoken,0.74,0.718929
armtoken,0.75,0.729018
armtoken,0.76,0.73998
armtoken,0.77,0.750803
armtoken,0.78,0.760473
armtoken,0.79,0.771401
armtoken,0.8,0.783061
armtoken,0.81,0.792208
armtoken,0.82,0.802262
armtoken,0.83,0.812666
armtoken,0.84,0.823384
armtoken,0.85,0.834101
armtoken,0.86,0.844226
armtoken,0.87,0.854315
armtoken,0.88,0.865277
armtoken,0.89,0.8761
armtoken,0.9,0.887202
armtoken,0.91,0.899106
armtoken,0.92,0.910068
armtoken,0.93,0.921205
armtoken,0.94,0.931958
armtoken,0.95,0.94278
armtoken,0.96,0.954964
armtoken,0.97,0.965787
armtoken,0.98,0.976924
armtoken,0.99,0.988409
armtoken,1,1
