model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
armtoken,1p,0.825205,0.908712,0.825757,0.0833664,0.0631027,0.00299134,1.01325,0.767086,0.817788,0.49616,0.88172,0.935484,0.0186382,0.976369
armtoken,1q,0.834398,0.915762,0.838621,0.0838096,0.0668164,0.150015,0.995649,0.803413,0.817595,0.457757,0.884793,0.950845,0.0798896,0.000453811
armtoken,2p,0.868769,0.932913,0.870326,0.0734404,0.0567559,0.0991792,1.08059,0.842602,0.875857,0.436252,0.863287,0.932412,0.0837929,0.000195917
armtoken,2q,0.792199,0.890759,0.793452,0.0911162,0.0711982,0.0335369,1.0031,0.790813,0.78682,0.463902,0.872504,0.943164,0.0450707,0.138365
armtoken,3p,0.891058,0.944819,0.892683,0.069024,0.0545234,0.113805,1.03804,0.825849,0.880242,0.422427,0.877112,0.952381,0.0921912,2.80664e-05
armtoken,3q,0.851387,0.927196,0.859693,0.0752326,0.0585522,0.208761,0.941555,0.758364,0.845425,0.482335,0.910906,0.950845,0.0862109,0.000114121
armtoken,4p,0.920361,0.959382,0.920415,0.0580063,0.0443526,0.015652,0.999789,0.778459,0.907557,0.480799,0.883257,0.93702,0.0325645,0.488508
armtoken,4q,0.812474,0.901835,0.813307,0.0899287,0.0694666,0.0481913,1.01149,0.787065,0.794227,0.49616,0.869432,0.926267,0.0341171,0.42855
armtoken,5p,0.92713,0.964503,0.930265,0.0551723,0.0413511,0.129658,1.03839,0.783827,0.922043,0.499232,0.877112,0.926267,0.0560482,0.0321636
armtoken,5q,0.830464,0.9129,0.833387,0.0835979,0.0644487,0.114251,0.986565,0.771369,0.814623,0.474654,0.886329,0.950845,0.0661955,0.0062966
armtoken,6p,0.905451,0.95239,0.907046,0.0600633,0.0456582,0.120397,1.06123,0.808066,0.909643,0.474654,0.892473,0.930876,0.0634329,0.0100827
armtoken,6q,0.864682,0.930207,0.865285,0.0736537,0.0578296,0.0563248,0.956833,0.752356,0.842909,0.477727,0.918587,0.950845,0.0278539,0.687576
armtoken,7p,0.913064,0.955591,0.913154,0.0592132,0.046163,-0.035973,1.00565,0.794225,0.905834,0.474654,0.880184,0.933948,0.0341807,0.426184
armtoken,7q,0.876442,0.936876,0.877736,0.0680527,0.0528263,0.0522042,0.925267,0.717115,0.854803,0.540707,0.910906,0.946237,0.048294,0.0931739
armtoken,8p,0.917973,0.958497,0.918716,0.0569346,0.0432525,0.0535662,1.08685,0.82957,0.925292,0.460829,0.860215,0.920123,0.0622728,0.0122137
armtoken,8q,0.870695,0.934634,0.873541,0.0694055,0.0531316,0.0683215,0.926889,0.719153,0.857316,0.529954,0.907834,0.941628,0.0551728,0.0365558
armtoken,9p,0.916637,0.95979,0.921197,0.0580674,0.045469,0.283103,1.02945,0.848923,0.920296,0.431644,0.861751,0.915515,0.143966,2.92998e-12
armtoken,9q,0.877787,0.93714,0.878231,0.0683591,0.0542222,-0.0212121,0.946448,0.757361,0.864801,0.497696,0.892473,0.953917,0.0425947,0.183978
armtoken,10p,0.927695,0.964425,0.930116,0.05444,0.0402734,-0.173781,1.01576,0.791937,0.929069,0.511521,0.864823,0.926267,0.080389,0.000408478
armtoken,10q,0.874929,0.935832,0.875782,0.0723955,0.0563845,0.0189257,0.972036,0.755636,0.853514,0.497696,0.892473,0.938556,0.0388664,0.273774
armtoken,11p,0.915031,0.959057,0.91979,0.0544606,0.043702,0.255481,0.988994,0.815305,0.917805,0.447005,0.854071,0.930876,0.118726,1.78914e-08
armtoken,11q,0.89252,0.94591,0.894746,0.0654059,0.0498771,-0.150238,0.979013,0.747609,0.878018,0.517665,0.898618,0.952381,0.0849374,0.000151989
armtoken,12p,0.945676,0.972717,0.946179,0.0477445,0.0355565,-0.0092175,0.941863,0.707293,0.930069,0.533026,0.88172,0.933948,0.0288058,0.646463
armtoken,12q,0.885576,0.943195,0.889616,0.0677522,0.0537463,0.178174,0.936404,0.758206,0.867212,0.494624,0.90169,0.946237,0.0898507,4.91436e-05
armtoken,13p,0.950451,0.975224,0.951063,0.0435119,0.0325071,0.116283,0.992637,0.765854,0.94846,0.486943,0.877112,0.933948,0.0758738,0.00103282
armtoken,13q,0.88306,0.944782,0.892614,0.0693793,0.0554441,0.2763,0.94429,0.796377,0.874412,0.447005,0.890937,0.953917,0.128514,7.42862e-10
armtoken,14p,0.938691,0.969083,0.939122,0.0525319,0.0379717,-0.104304,1.08192,0.816862,0.940437,0.462366,0.847926,0.924731,0.0725565,0.00197319
armtoken,14q,0.887038,0.944686,0.892431,0.0702796,0.0549771,0.241003,0.994497,0.80688,0.87727,0.456221,0.889401,0.941628,0.12832,7.93022e-10
armtoken,15p,0.950213,0.974915,0.950458,0.0447941,0.0331298,0.00451828,0.926284,0.70959,0.939773,0.480799,0.892473,0.943164,0.0355187,0.378175
