model,nominal,empirical
armtoken,0,0.000279291
armtoken,0.01,0.00928641
armtoken,0.02,0.0194805
armtoken,0.03,0.0282782
armtoken,0.04,0.0384374
armtoken,0.05,0.0471303
armtoken,0.06,0.0561025
armtoken,0.07,0.0665759
armtoken,0.08,0.0766304
armtoken,0.09,0.085428
armtoken,0.1,0.0950984
armtoken,0.11,0.10435
armtoken,0.12,0.113846
armtoken,0.13,0.123481
armtoken,0.14,0.132907
armtoken,0.15,0.142403
armtoken,0.16,0.152353
armtoken,0.17,0.162442
armtoken,0.18,0.171729
armtoken,0.19,0.181364
armtoken,0.2,0.190546
armtoken,0.21,0.199937
armtoken,0.22,0.209957
armtoken,0.23,0.219592
armtoken,0.24,0.230659
armtoken,0.25,0.240015
armtoken,0.26,0.248359
armtoken,0.27,0.25782
armtoken,0.28,0.267351
armtoken,0.29,0.276498
armtoken,0.3,0.286063
armtoken,0.31,0.295664
armtoken,0.32,0.304147
armtoken,0.33,0.314342
armtoken,0.34,0.324745
armtoken,0.35,0.334555
armtoken,0.36,0.343737
armtoken,0.37,0.353198
armtoken,0.38,0.362554
armtoken,0.39,0.371491
armtoken,0.4,0.381441
armtoken,0.41,0.390623
armtoken,0.42,0.400677
armtoken,0.43,0.410034
armtoken,0.44,0.420088
armtoken,0.45,0.430422
armtoken,0.46,0.440371
armtoken,0.47,0.450216
armtoken,0.48,0.459363
armtoken,0.49,0.469662
armtoken,0.5,0.479472
armtoken,0.51,0.488654
armtoken,0.52,0.497905
armtoken,0.53,0.50768
armtoken,0.54,0.517072
armtoken,0.55,0.526812
armtoken,0.56,0.536343
armtoken,0.57,0.546013
armtoken,0.58,0.55694
armtoken,0.59,0.566925
armtoken,0.6,0.576211
armtoken,0.61,0.585533
armtoken,0.62,0.595133
armtoken,0.63,0.605467
armtoken,0.64,0.614823
armtoken,0.65,0.625367
armtoken,0.66,0.63584
armtoken,0.67,0.64551
armtoken,0.68,0.654867
armtoken,0.69,0.664886
armtoken,0.7,0.674242
armtoken,0.71,0.684087
armtoken,0.72,0.694316
armtoken,0.73,0.704511
armtoken,0.74,0.714635
armtoken,0.75,0.724585
armtoken,0.76,0.734744
armtoken,0.77,0.745008
armtoken,0.78,0.754434
armtoken,0.79,0.765291
armtoken,0.8,0.775869
armtoken,0.81,0.785994
armtoken,0.82,0.796851
armtoken,0.83,0.807359
armtoken,0.84,0.81703
armtoken,0.85,0.827119
armtoken,0.86,0.838291
armtoken,0.87,0.848206
armtoken,0.88,0.859761
armtoken,0.89,0.870235
armtoken,0.9,0.88172
armtoken,0.91,0.892787
armtoken,0.92,0.903505
armtoken,0.93,0.913141
armtoken,0.94,0.924557
armtoken,0.95,0.937613
armtoken,0.96,0.950496
armtoken,0.97,0.962086
armtoken,0.98,0.975353
armtoken,0.99,0.987606
armtoken,1,1
