model,nominal,empirical
hybrid,0,0.000174557
hybrid,0.01,0.0095657
hybrid,0.02,0.0182935
hybrid,0.03,0.0274054
hybrid,0.04,0.036238
hybrid,0.05,0.0452102
hybrid,0.06,0.0545315
hybrid,0.07,0.0627007
hybrid,0.08,0.0721966
hybrid,0.09,0.0804357
hybrid,0.1,0.0889541
hybrid,0.11,0.0983452
hybrid,0.12,0.107108
hybrid,0.13,0.116709
hybrid,0.14,0.126065
hybrid,0.15,0.136084
hybrid,0.16,0.144882
hybrid,0.17,0.154273
hybrid,0.18,0.163525
hybrid,0.19,0.172008
hybrid,0.2,0.180596
hybrid,0.21,0.190092
hybrid,0.22,0.199798
hybrid,0.23,0.210201
hybrid,0.24,0.219453
hybrid,0.25,0.228914
hybrid,0.26,0.237816
hybrid,0.27,0.247661
hybrid,0.28,0.257157
hybrid,0.29,0.267316
hybrid,0.3,0.275834
hybrid,0.31,0.285749
hybrid,0.32,0.295001
hybrid,0.33,0.303833
hybrid,0.34,0.314621
hybrid,0.35,0.323523
hybrid,0.36,0.332914
hybrid,0.37,0.341922
hybrid,0.38,0.350719
hybrid,0.39,0.360809
hybrid,0.4,0.370444
hybrid,0.41,0.378823
hybrid,0.42,0.388109
hybrid,0.43,0.398548
hybrid,0.44,0.408078
hybrid,0.45,0.415899
hybrid,0.46,0.425639
hybrid,0.47,0.435589
hybrid,0.48,0.445399
hybrid,0.49,0.45486
hybrid,0.5,0.464705
hybrid,0.51,0.474096
hybrid,0.52,0.484115
hybrid,0.53,0.49225
hybrid,0.54,0.50213
hybrid,0.55,0.511067
hybrid,0.56,0.52154
hybrid,0.57,0.531176
hybrid,0.58,0.540532
hybrid,0.59,0.549434
hybrid,0.6,0.559873
hybrid,0.61,0.569613
hybrid,0.62,0.579633
hybrid,0.63,0.588361
hybrid,0.64,0.598206
hybrid,0.65,0.607527
hybrid,0.66,0.617477
hybrid,0.67,0.62809
hybrid,0.68,0.63776
hybrid,0.69,0.648199
hybrid,0.7,0.658218
hybrid,0.71,0.667958
hybrid,0.72,0.678048
hybrid,0.73,0.688312
hybrid,0.74,0.698401
hybrid,0.75,0.709957
hybrid,0.76,0.7205
hybrid,0.77,0.730729
hybrid,0.78,0.741063
hybrid,0.79,0.753421
hybrid,0.8,0.763615
hybrid,0.81,0.773984
hybrid,0.82,0.784283
hybrid,0.83,0.79521
hybrid,0.84,0.806871
hybrid,0.85,0.817449
hybrid,0.86,0.827992
hybrid,0.87,0.840106
hybrid,0.88,0.851382
hybrid,0.89,0.862135
hybrid,0.9,0.874459
hybrid,0.91,0.886468
hybrid,0.92,0.899735
hybrid,0.93,0.912442
hybrid,0.94,0.924452
hybrid,0.95,0.93716
hybrid,0.96,0.949658
hybrid,0.97,0.961598
hybrid,0.98,0.974689
hybrid,0.99,0.988235
hybrid,1,1
