model,chromosome_arm,true_r2,pearson_r,pearson_r2,rmse,mae,mean_z,std_z,mean_abs_z,contraction,coverage_50,coverage_90,coverage_95,sbc_ks_stat,sbc_ks_p
hybrid,1p,0.829234,0.911057,0.830025,0.0824001,0.0631472,0.0608076,0.963817,0.74268,0.808992,0.505376,0.898618,0.953917,0.0378003,0.304533
hybrid,1q,0.836058,0.914435,0.836192,0.0833885,0.066573,0.0124727,1.08124,0.860903,0.838544,0.408602,0.867896,0.93702,0.0644125,0.00855215
hybrid,2p,0.86194,0.930335,0.865522,0.0753272,0.0587248,0.12583,1.02303,0.806547,0.856457,0.459293,0.900154,0.946237,0.0882962,7.07277e-05
hybrid,2q,0.7785,0.88271,0.779177,0.0940716,0.0730457,0.0286221,0.987145,0.766422,0.761708,0.474654,0.87404,0.941628,0.0331892,0.463894
hybrid,3p,0.892754,0.945109,0.893231,0.0684846,0.0548782,0.0474928,0.94318,0.763583,0.859593,0.466974,0.912442,0.961598,0.0513294,0.0626134
hybrid,3q,0.840453,0.918072,0.842856,0.0779511,0.0597985,0.0954561,1.04975,0.815862,0.860282,0.442396,0.864823,0.924731,0.0574784,0.0259815
hybrid,4p,0.917425,0.957904,0.917581,0.0590658,0.0459351,0.0221627,1.18993,0.938132,0.933247,0.387097,0.806452,0.880184,0.0743543,0.00139433
hybrid,4q,0.811494,0.901389,0.812502,0.0901635,0.06849,0.0593337,0.994826,0.758066,0.782859,0.49616,0.886329,0.941628,0.0363969,0.348577
hybrid,5p,0.924521,0.961625,0.924722,0.0561513,0.0430019,0.0203748,0.992363,0.761086,0.912465,0.482335,0.87404,0.926267,0.0271536,0.717568
hybrid,5q,0.8302,0.911696,0.83119,0.0836629,0.0636903,0.0531116,1.05951,0.812246,0.840094,0.466974,0.849462,0.930876,0.052906,0.0504474
hybrid,6p,0.896798,0.947107,0.897012,0.0627515,0.0475176,-0.0360729,1.02881,0.781162,0.897232,0.485407,0.889401,0.946237,0.0325893,0.487516
hybrid,6q,0.853664,0.926412,0.858239,0.0765935,0.0611059,0.153839,1.01202,0.812397,0.848003,0.428571,0.861751,0.941628,0.0944654,1.60624e-05
hybrid,7p,0.90705,0.95249,0.907237,0.061227,0.0470779,0.0203414,1.0138,0.78799,0.901392,0.49616,0.866359,0.927803,0.0359122,0.364722
hybrid,7q,0.86107,0.929281,0.863564,0.0721621,0.0557612,0.0340429,0.947792,0.728472,0.844081,0.509985,0.884793,0.952381,0.0298756,0.600343
hybrid,8p,0.914751,0.956546,0.914981,0.0580418,0.0437988,-0.070916,1.01026,0.775537,0.913155,0.491551,0.887865,0.940092,0.0350423,0.394874
hybrid,8q,0.862462,0.929127,0.863276,0.0715812,0.0567007,-0.00250218,1.06275,0.841723,0.878383,0.425499,0.861751,0.932412,0.0573226,0.0265994
hybrid,9p,0.916274,0.957815,0.917409,0.0581937,0.0455965,0.0978026,1.02012,0.819295,0.915929,0.457757,0.870968,0.932412,0.0656307,0.00694422
hybrid,9q,0.865989,0.931452,0.867603,0.0715829,0.0562328,0.0928659,1.00674,0.801151,0.872039,0.434716,0.866359,0.93702,0.0682145,0.0044072
hybrid,10p,0.917852,0.958462,0.91865,0.0580271,0.0430979,0.116372,0.959858,0.742917,0.908557,0.488479,0.880184,0.935484,0.0800831,0.000435712
hybrid,10q,0.867544,0.933406,0.871247,0.0745021,0.0580524,0.135629,0.995329,0.779649,0.851423,0.483871,0.877112,0.946237,0.0801697,0.000427833
hybrid,11p,0.905783,0.952351,0.906972,0.0573477,0.0456704,0.0133506,1.06297,0.842007,0.917175,0.422427,0.852535,0.920123,0.0523043,0.0548256
hybrid,11q,0.883122,0.940442,0.884431,0.0682054,0.0532037,0.0727207,1.11025,0.860913,0.895217,0.428571,0.850998,0.913978,0.0644042,0.00856417
hybrid,12p,0.94011,0.969647,0.940215,0.0501309,0.0379109,-0.00232548,1.03369,0.794198,0.937849,0.465438,0.869432,0.930876,0.0385144,0.283672
hybrid,12q,0.872035,0.935998,0.876093,0.0716492,0.0569365,0.159653,0.890704,0.724617,0.841249,0.479263,0.915515,0.970814,0.0756296,0.0010843
hybrid,13p,0.946875,0.973451,0.947607,0.0450545,0.0337023,-0.0477272,0.866223,0.654985,0.92179,0.545315,0.924731,0.960061,0.0599092,0.017854
hybrid,13q,0.881256,0.939457,0.882579,0.0699125,0.0553899,0.0887611,1.0267,0.819787,0.879577,0.454685,0.864823,0.946237,0.0585021,0.0222264
hybrid,14p,0.935584,0.967315,0.935699,0.0538466,0.0392622,-0.0631791,1.09821,0.834275,0.935396,0.44086,0.827957,0.913978,0.0692124,0.00368007
hybrid,14q,0.887699,0.942354,0.88803,0.0700737,0.0536486,0.0413186,0.998697,0.772237,0.873818,0.474654,0.897081,0.958525,0.0374695,0.314551
hybrid,15p,0.945843,0.972748,0.946238,0.0467186,0.0359384,-0.0545546,0.904388,0.722085,0.932646,0.479263,0.903226,0.946237,0.0419239,0.198178
hybrid,15q,0.886416,0.941913,0.887201,0.0645624,0.0505157,-0.0627962,1.01522,0.790707,0.889258,0.457757,0.869432,0.933948,0.0601239,0.0172592
hybrid,16p,0.926205,0.962673,0.926739,0.0555152,0.0430535,-0.0259787,0.965887,0.76627,0.912768,0.474654,0.884793,0.941628,0.0367433,0.337328
hybrid,16q,0.926529,0.962973,0.927317,0.0538714,0.0425181,0.0638267,0.806615,0.649673,0.885805,0.522273,0.938556,0.987711,0.0424076,0.187855
hybrid,17p,0.935259,0.967342,0.93575,0.0513457,0.0383869,0.0341045,0.976093,0.759932,0.932585,0.460829,0.887865,0.947773,0.0496624,0.0781227
hybrid,17q,0.905957,0.951929,0.906168,0.0611409,0.0477549,0.0175533,1.00408,0.792042,0.90435,0.460829,0.87404,0.935484,0.0372879,0.320144
hybrid,18p,0.93208,0.965462,0.932116,0.0515566,0.0378089,-0.0356673,1.07177,0.816635,0.941011,0.436252,0.861751,0.923195,0.046346,0.118717
