model,nominal,empirical
hybrid,0,0.000139645
hybrid,0.01,0.0089373
hybrid,0.02,0.0162687
hybrid,0.03,0.0245078
hybrid,0.04,0.03348
hybrid,0.05,0.0419285
hybrid,0.06,0.0507611
hybrid,0.07,0.0596984
hybrid,0.08,0.0690197
hybrid,0.09,0.077573
hybrid,0.1,0.0871038
hybrid,0.11,0.0958316
hybrid,0.12,0.103931
hybrid,0.13,0.11238
hybrid,0.14,0.119746
hybrid,0.15,0.128962
hybrid,0.16,0.137865
hybrid,0.17,0.147675
hybrid,0.18,0.155705
hybrid,0.19,0.164607
hybrid,0.2,0.173719
hybrid,0.21,0.182132
hybrid,0.22,0.190302
hybrid,0.23,0.199134
hybrid,0.24,0.207687
hybrid,0.25,0.216066
hybrid,0.26,0.225143
hybrid,0.27,0.234395
hybrid,0.28,0.243681
hybrid,0.29,0.253596
hybrid,0.3,0.262568
hybrid,0.31,0.270737
hybrid,0.32,0.279395
hybrid,0.33,0.288437
hybrid,0.34,0.296118
hybrid,0.35,0.305404
hybrid,0.36,0.313923
hybrid,0.37,0.323628
hybrid,0.38,0.333298
hybrid,0.39,0.341642
hybrid,0.4,0.350021
hybrid,0.41,0.358714
hybrid,0.42,0.368035
hybrid,0.43,0.376798
hybrid,0.44,0.385805
hybrid,0.45,0.395231
hybrid,0.46,0.403749
hybrid,0.47,0.413106
hybrid,0.48,0.422008
hybrid,0.49,0.431225
hybrid,0.5,0.44079
hybrid,0.51,0.450321
hybrid,0.52,0.458944
hybrid,0.53,0.468685
hybrid,0.54,0.47832
hybrid,0.55,0.486594
hybrid,0.56,0.495252
hybrid,0.57,0.504504
hybrid,0.58,0.513406
hybrid,0.59,0.522239
hybrid,0.6,0.531699
hybrid,0.61,0.541614
hybrid,0.62,0.551529
hybrid,0.63,0.561165
hybrid,0.64,0.570416
hybrid,0.65,0.581029
hybrid,0.66,0.59056
hybrid,0.67,0.599777
hybrid,0.68,0.608819
hybrid,0.69,0.619187
hybrid,0.7,0.62973
hybrid,0.71,0.638423
hybrid,0.72,0.648199
hybrid,0.73,0.658567
hybrid,0.74,0.668622
hybrid,0.75,0.680317
hybrid,0.76,0.690476
hybrid,0.77,0.701927
hybrid,0.78,0.711912
hybrid,0.79,0.722769
hybrid,0.8,0.733661
hybrid,0.81,0.745322
hybrid,0.82,0.757436
hybrid,0.83,0.769271
hybrid,0.84,0.781281
hybrid,0.85,0.793395
hybrid,0.86,0.80523
hybrid,0.87,0.816366
hybrid,0.88,0.827573
hybrid,0.89,0.839129
hybrid,0.9,0.852325
hybrid,0.91,0.864335
hybrid,0.92,0.878334
hybrid,0.93,0.892124
hybrid,0.94,0.906682
hybrid,0.95,0.920996
hybrid,0.96,0.935379
hybrid,0.97,0.951334
hybrid,0.98,0.967114
hybrid,0.99,0.983557
hybrid,1,1
