model,nominal,empirical
armtoken,0,6.98227e-05
armtoken,0.01,0.00911186
armtoken,0.02,0.0181539
armtoken,0.03,0.0268817
armtoken,0.04,0.0358539
armtoken,0.05,0.0450705
armtoken,0.06,0.0548806
armtoken,0.07,0.0647954
armtoken,0.08,0.0733836
armtoken,0.09,0.0823558
armtoken,0.1,0.0900363
armtoken,0.11,0.0995671
armtoken,0.12,0.10812
armtoken,0.13,0.116848
armtoken,0.14,0.12596
armtoken,0.15,0.134967
armtoken,0.16,0.143555
armtoken,0.17,0.152702
armtoken,0.18,0.160871
armtoken,0.19,0.169983
armtoken,0.2,0.179165
armtoken,0.21,0.188277
armtoken,0.22,0.197074
armtoken,0.23,0.205977
armtoken,0.24,0.215543
armtoken,0.25,0.223328
armtoken,0.26,0.232859
armtoken,0.27,0.241935
armtoken,0.28,0.250489
armtoken,0.29,0.260124
armtoken,0.3,0.269969
armtoken,0.31,0.279081
armtoken,0.32,0.287844
armtoken,0.33,0.297375
armtoken,0.34,0.307045
armtoken,0.35,0.316052
armtoken,0.36,0.325408
armtoken,0.37,0.33452
armtoken,0.38,0.343877
armtoken,0.39,0.3525
armtoken,0.4,0.361227
armtoken,0.41,0.369816
armtoken,0.42,0.379765
armtoken,0.43,0.388773
armtoken,0.44,0.398303
armtoken,0.45,0.408183
armtoken,0.46,0.417435
armtoken,0.47,0.427315
armtoken,0.48,0.436182
armtoken,0.49,0.445469
armtoken,0.5,0.454476
armtoken,0.51,0.462819
armtoken,0.52,0.471757
armtoken,0.53,0.480589
armtoken,0.54,0.490364
armtoken,0.55,0.500349
armtoken,0.56,0.509217
armtoken,0.57,0.518538
armtoken,0.58,0.527999
armtoken,0.59,0.537774
armtoken,0.6,0.54727
armtoken,0.61,0.557569
armtoken,0.62,0.5671
armtoken,0.63,0.577049
armtoken,0.64,0.586685
armtoken,0.65,0.596355
armtoken,0.66,0.60648
armtoken,0.67,0.616848
armtoken,0.68,0.626833
armtoken,0.69,0.637446
armtoken,0.7,0.64778
armtoken,0.71,0.658428
armtoken,0.72,0.668587
armtoken,0.73,0.678851
armtoken,0.74,0.6888
armtoken,0.75,0.699623
armtoken,0.76,0.709258
armtoken,0.77,0.719557
armtoken,0.78,0.729472
armtoken,0.79,0.739527
armtoken,0.8,0.750628
armtoken,0.81,0.760438
armtoken,0.82,0.771715
armtoken,0.83,0.783096
armtoken,0.84,0.794686
armtoken,0.85,0.805509
armtoken,0.86,0.817204
armtoken,0.87,0.828585
armtoken,0.88,0.839897
armtoken,0.89,0.851138
armtoken,0.9,0.861961
armtoken,0.91,0.874703
armtoken,0.92,0.887655
armtoken,0.93,0.900642
armtoken,0.94,0.913978
armtoken,0.95,0.927699
armtoken,0.96,0.94107
armtoken,0.97,0.955244
armtoken,0.98,0.970011
armtoken,0.99,0.984814
armtoken,1,1
